"Item","Plat","Status"
Gas City Upper Logistics Scene,4,Online
Axi L5 Exceptional,-1,Unlisted
Axi L5 Intact,4,Online
Lua Zenurik Lens,144,Online
Lapis antitoxin,-1,Unlisted
Vermillion antitoxin,-1,Unlisted
Exposing Harpoon,19,Online
Efficient Beams,29,Online
Companion Rifle Riven Mod (Veiled),29,Online
Beryl antitoxin,-1,Unlisted
Meticulous Aim,18,Online
Lua Lens Blueprint,18,Online
Lua Madurai Lens,149,Online
Topaz antitoxin,-1,Unlisted
Amethyst antitoxin,0,Offline
Lua Vazarin Lens,114,Online
Lua Unairu Lens,119,Online
Citrine antitoxin,-1,Unlisted
Lua Naramon Lens,124,Online
Axi V9 Radiant,2,Buying
Axi S5 Exceptional,-1,Unlisted
Lith C5 Exceptional,-1,Unlisted
Meso N8 Exceptional,-1,Unlisted
Shepherd,8,Online
Neo S13 Flawless,-1,Unlisted
Arcane Bodyguard,2,Online
Neo S13 Radiant,7,Offline
Neo S13 Intact,2,Offline
Axi S5 Intact,4,Online
Axi V9 Exceptional,-1,Unlisted
Axi V9 Flawless,-1,Unlisted
Axi V9 Intact,5,Offline
Arcane Primary Charger,6,Online
Swift Momentum,21,Online
Combat Discipline,1,Online
Lith C5 Intact,1,Offline
Lith C5 Radiant,1,Buying
Arcane Blade Charger,3,Online
Aerodynamic,23,Online
Axi S5 Radiant,19,Offline
Neo S13 Exceptional,3,Buying
Melee Guidance,3,Online
Meso N8 Intact,2,Online
Arcane Tanker,9,Online
Lith C5 Flawless,-1,Unlisted
Arcane Pistoleer,3,Online
Meso N8 Radiant,19,Offline
Axi S5 Flawless,-1,Unlisted
Meso N8 Flawless,-1,Unlisted
Pathocyst Blueprint,4,Online
Pathocyst Blade,34,Online
Pathocyst Set,77,Online
Pathocyst Subcortex,4,Online
Atlas Prime Chassis,4,Online
Atlas Prime Set,59,Online
Atlas Prime Systems,4,Online
Atlas Prime Neuroptics,24,Online
Atlas Prime Blueprint,9,Online
Lith L2 Flawless,-1,Unlisted
Axi P2 Intact,6,Online
Lith L2 Exceptional,-1,Unlisted
Meso W1 Intact,3,Offline
Meso W1 Exceptional,-1,Unlisted
Lith D1 Radiant,3,Offline
Neo T2 Intact,2,Offline
Axi P2 Flawless,-1,Unlisted
Dethcube Prime Carapace,4,Online
Neo T2 Radiant,26,Offline
Axi A6 Intact,4,Online
Dethcube Prime Cerebrum,9,Online
Lith L2 Intact,0,Offline
Meso D4 Radiant,9,Offline
Tekko Prime Gauntlet,9,Online
Lith D1 Intact,1,Offline
Lith D1 Exceptional,11,Offline
Neo T2 Flawless,-1,Unlisted
Axi P2 Exceptional,-1,Unlisted
Dethcube Prime Blueprint,9,Online
Dethcube Prime Set,58,Online
Meso W1 Radiant,6,Offline
Axi A6 Exceptional,14,Online
Dethcube Prime Systems,7,Online
Neo A3 Radiant,29,Offline
Meso D4 Intact,9,Online
Meso D4 Exceptional,29,Offline
Neo T2 Exceptional,-1,Unlisted
Axi P2 Radiant,6,Offline
Meso D4 Flawless,-1,Unlisted
Axi A6 Radiant,11,Offline
Lith D1 Flawless,-1,Unlisted
Neo A3 Intact,1,Online
Meso W1 Flawless,-1,Unlisted
Tekko Prime Blade,25,Online
Neo A3 Exceptional,-1,Unlisted
Tekko Prime Set,98,Online
Tekko Prime Blueprint,3,Online
Axi A6 Flawless,-1,Unlisted
Neo A3 Flawless,-1,Unlisted
Lith L2 Radiant,2,Offline
Axi T3 Exceptional,7,Offline
Lith V6 Exceptional,-1,Unlisted
Lith V6 Radiant,11,Offline
Axi T3 Flawless,-1,Unlisted
Axi R3 Flawless,-1,Unlisted
Meso E3 Exceptional,-1,Unlisted
Meso E3 Radiant,19,Offline
Axi R3 Exceptional,-1,Unlisted
Axi G3 Flawless,-1,Unlisted
Meso E3 Intact,4,Online
Neo Z4 Exceptional,-1,Unlisted
Lith S8 Flawless,-1,Unlisted
Lith K3 Flawless,-1,Unlisted
Lith K3 Intact,0,Offline
Axi G3 Exceptional,-1,Unlisted
Lith S8 Intact,1,Offline
Axi T3 Radiant,-1,Unlisted
Axi R3 Radiant,19,Offline
Lith S8 Exceptional,-1,Unlisted
Axi G3 Intact,3,Online
Lith V6 Flawless,1,Buying
Lith K3 Radiant,3,Online
Neo Z4 Flawless,-1,Unlisted
Lith K3 Exceptional,-1,Unlisted
Neo Z4 Intact,1,Online
Axi G3 Radiant,24,Online
Neo Z4 Radiant,9,Offline
Meso E3 Flawless,-1,Unlisted
Axi T3 Intact,3,Online
Axi R3 Intact,6,Online
Lith S8 Radiant,3,Online
Lith V6 Intact,4,Offline
Master Key,4,Online
Runtime,9,Online
Zambuka Ayatan Sculpture,38,Online
Out Of Sight,9,Online
Requiem III Radiant,14,Online
KHRA,12,Online
Requiem III Exceptional,-1,Unlisted
LOHK,14,Online
Blood for Ammo,1,Online
Failsafe,3,Online
Blood for Energy,14,Online
Requiem IV Intact,2,Online
Requiem II Exceptional,-1,Unlisted
Requiem I Flawless,-1,Unlisted
Auto Breach,13,Online
Untraceable,13,Online
VOME,14,Online
FASS,16,Online
Requiem IV Radiant,14,Online
Requiem III Intact,2,Online
Blood for Life,3,Online
JAHU,12,Online
Requiem II Flawless,-1,Unlisted
Requiem III Flawless,-1,Unlisted
Requiem I Radiant,14,Online
Requiem I Exceptional,-1,Unlisted
Requiem IV Flawless,-1,Unlisted
RIS,11,Online
NETRA,14,Online
Requiem IV Exceptional,3,Offline
XATA,14,Online
Hit and Run,3,Online
Requiem II Radiant,9,Online
Requiem II Intact,2,Online
Live Wire,9,Online
Split Flights,419,Online
Requiem I Intact,2,Online
Ivara Prime Blueprint,24,Online
Ivara Prime Set,164,Online
Ivara Prime Neuroptics,14,Online
Ivara Prime Chassis,33,Online
Ivara Prime Systems,49,Online
Baza Prime Blueprint,29,Online
Baza Prime Set,169,Online
Aksomati Prime Set,194,Online
Aksomati Prime Link,42,Online
Baza Prime Stock,64,Online
Aksomati Prime Receiver,39,Online
Baza Prime Barrel,12,Online
Aksomati Prime Blueprint,3,Online
Baza Prime Receiver,9,Online
Aksomati Prime Barrel,29,Online
Neo Z5 Exceptional,24,Offline
Neo A4 Flawless,-1,Unlisted
Axi B3 Flawless,-1,Unlisted
Axi D2 Intact,4,Online
Neo I1 Exceptional,-1,Unlisted
Neo G2 Radiant,-1,Unlisted
Neo R3 Intact,3,Offline
Lith W2 Intact,1,Offline
Shedu Handle,33,Online
Primed Smite Infested,199,Online
Meso L1 Intact,4,Offline
Meso B4 Flawless,-1,Unlisted
Axi B3 Radiant,-1,Unlisted
Grendel Systems Locator,19,Online
Axi D2 Flawless,-1,Unlisted
Spectra Vandal Chassis,89,Online
Lith V8 Flawless,-1,Unlisted
Lith V8 Intact,9,Offline
Spectra Vandal Set,1199,Online
Meso V6 Flawless,-1,Unlisted
Meso L1 Radiant,9,Offline
Axi A8 Intact,9,Online
Axi D2 Exceptional,-1,Unlisted
Axi A8 Flawless,-1,Unlisted
Shedu Barrel,33,Online
Neo R3 Radiant,-1,Unlisted
Neo Z5 Intact,4,Offline
Meso N9 Flawless,-1,Unlisted
Neo A4 Intact,9,Online
Neo Z5 Radiant,-1,Unlisted
Meso R2 Flawless,-1,Unlisted
Axi D2 Radiant,-1,Unlisted
Meso B4 Exceptional,-1,Unlisted
Neo I1 Intact,9,Online
Neo G2 Exceptional,-1,Unlisted
Lith V7 Radiant,-1,Unlisted
Meso R2 Intact,8,Offline
Primed Smite Grineer,299,Online
Spectra Vandal Barrel,74,Online
Axi B3 Exceptional,-1,Unlisted
Meso R2 Exceptional,-1,Unlisted
Neo R3 Exceptional,-1,Unlisted
Lith W2 Exceptional,-1,Unlisted
Axi A9 Exceptional,-1,Unlisted
Sentient Concourse Scene,99,Online
Neo I1 Radiant,12,Offline
Lith V7 Intact,2,Offline
Meso L1 Flawless,-1,Unlisted
Axi A8 Radiant,19,Offline
Lith V7 Exceptional,-1,Unlisted
Lith V8 Exceptional,-1,Unlisted
Neo Z5 Flawless,-1,Unlisted
Shedu Receiver,32,Online
Spectra Vandal Handle,149,Online
Spectra Vandal Blueprint,77,Online
Axi A8 Exceptional,-1,Unlisted
Axi A9 Intact,11,Online
Axi A7 Exceptional,-1,Unlisted
Neo I1 Flawless,-1,Unlisted
Neo G2 Intact,9,Offline
Meso C4 Intact,11,Online
Primed Smite Corpus,88,Online
Lith V8 Radiant,-1,Unlisted
Axi P3 Intact,4,Offline
Vasca Kavat Imprint,24,Online
Sentient Fountain Scene,119,Online
Axi B3 Intact,14,Online
Meso V6 Radiant,-1,Unlisted
Primed Smite Corrupted,149,Online
Axi A9 Flawless,-1,Unlisted
Meso R2 Radiant,29,Offline
Meso V6 Exceptional,0,Offline
Meso L1 Exceptional,-1,Unlisted
Meso N9 Exceptional,8,Offline
Meso V6 Intact,8,Offline
Grendel Neuroptics Locator,19,Online
Axi A7 Flawless,-1,Unlisted
Axi P3 Exceptional,-1,Unlisted
Axi P3 Radiant,-1,Unlisted
Meso B4 Radiant,9,Offline
Meso N9 Intact,1,Online
Lith W2 Radiant,0,Offline
Meso C4 Exceptional,-1,Unlisted
Meso C4 Flawless,-1,Unlisted
Axi A9 Radiant,44,Offline
Neo A4 Radiant,-1,Unlisted
Neo R3 Flawless,-1,Unlisted
Axi A7 Intact,4,Online
Shedu Set,149,Online
Neo A4 Exceptional,-1,Unlisted
Shedu Chassis,32,Online
Grendel Chassis Locator,19,Online
Meso C4 Radiant,7,Online
Lith W2 Flawless,-1,Unlisted
Axi P3 Flawless,-1,Unlisted
Meso B4 Intact,4,Online
Neo G2 Flawless,-1,Unlisted
Meso N9 Radiant,14,Offline
Axi A7 Radiant,7,Online
Lith V7 Flawless,-1,Unlisted
Winged Force (Vidar),9,Online
Forward Artillery (Vidar),7,Online
Predator (Zetki),98,Online
Hyperstrike (Sigma),36,Online
Winged Storm (Vidar),9,Online
Conic Nozzle (Lavan),4,Online
Ion Burn (Lavan),42,Online
Phasic Weave (Zetki),8,Online
Anode Cell (Zetki),12,Online
Bulkhead (Zetki),87,Online
Thermatic (Vidar),9,Online
Hyperstrike (Lavan),8,Online
Heat Sink (Lavan),4,Online
Fire Suppression,4,Online
Heat Sink (Vidar),3,Online
Winged Steel (Lavan),9,Online
Ablative Shell (Lavan),3,Online
Shatter Burst,18,Online
Hyperflux (Zetki),69,Online
Maxima (Vidar),4,Online
Predator (Lavan),28,Online
Hull Weave (Sigma),2,Offline
Anode Cell (Vidar),4,Online
Breach Quanta,8,Online
Warhead (Lavan),7,Online
Ion Burn (Zetki),12,Online
Void Cloak,8,Online
Maxima (Lavan),3,Online
Forward Artillery (Zetki),19,Online
Winged Storm (Lavan),49,Offline
Last Stand (Zetki),4,Online
Winged Cyclone (Zetki),34,Offline
Winged Storm (Zetki),18,Online
Thermatic (Zetki),7,Online
Ion Burn (Vidar),6,Offline
Munitions Vortex,564,Online
Section Density (Lavan),4,Online
Hull Weave (Lavan),4,Online
Bulkhead (Lavan),4,Online
Hyperflux (Lavan),4,Online
Hyperflux (Vidar),3,Online
Polar Coil (Lavan),4,Offline
Tether,31,Online
Ablative Shell (Zetki),24,Online
Squad Renew,9,Online
Battle Forge,6,Online
Heat Sink (Zetki),23,Online
Bulkhead (Sigma),4,Offline
Bulkhead (Vidar),44,Online
Section Density (Vidar),54,Online
Winged Cyclone (Lavan),10,Buying
Thermatic (Lavan),4,Online
Phasic Weave (Lavan),14,Online
Flow Burn,17,Online
Winged Steel (Vidar),5,Online
Ripload (Zetki),4,Online
Anode Cell (Lavan),4,Online
Conic Nozzle (Zetki),44,Online
Polar Coil (Zetki),4,Online
Winged Force (Zetki),8,Online
Particle Ram,29,Online
Winged Force (Lavan),34,Offline
Winged Steel (Zetki),4,Online
Section Density (Zetki),22,Online
Warhead (Vidar),10,Online
Intruder Stasis,19,Online
Void Hole,449,Online
Phasic Weave (Vidar),4,Online
Hull Weave (Zetki),64,Online
Ablative Shell (Vidar),28,Online
Hyperstrike (Vidar),99,Online
Hyperstrike (Zetki),129,Online
Hull Weave (Vidar),5,Online
Predator (Vidar),59,Online
Conic Nozzle (Vidar),3,Online
Warhead (Zetki),349,Online
Ripload (Lavan),4,Online
Maxima (Zetki),54,Online
Last Stand (Vidar),8,Online
Ripload (Vidar),4,Online
Pennant Blueprint,44,Online
Form Up,29,Online
Winged Cyclone (Vidar),4,Online
Last Stand (Lavan),5,Online
Quellor Blueprint,39,Online
Polar Coil (Vidar),4,Online
Forward Artillery (Lavan),3,Online
Seeker Volley,7,Online
Battle Stations,299,Online
Death Blossom,19,Online
Blackout Pulse,129,Online
Fiery Phoenix,39,Online
Countermeasures,38,Online
